0	20200414093418	s4	68.4	04
0	20200414093610	s3	66.1	04
0	20200414093643	s3	67.5	04
0	20200414093644	s4	66.0	04
0	20200414093717	s3	65.9	04
0	20200414093717	s4	64.5	04
0	20200414093840	s3	66.7	04
0	20200414093840	s4	65.3	04
0	20200414093913	s3	64.9	04
0	20200414163908	s4	66.6	04
0	20200414164006	s3	69.1	04
0	20200414164006	s4	67.7	04
0	20200414164034	s3	69.0	04
0	20200414164035	s4	67.9	04
0	20200414164102	s3	66.6	04
0	20200414164103	s4	65.2	04
0	20200414164131	s3	67.4	04
0	20200414164159	s4	65.0	04
0	20200414164227	s3	66.8	04
0	20200414164227	s4	65.5	04
0	20200414164255	s3	64.0	04
0	20200414164256	s4	62.8	04
0	20200414164323	s3	66.4	04
0	20200414164324	s4	64.1	04
0	20200414164352	s3	64.4	04
0	20200414164420	s4	63.9	04
0	20200414164448	s3	65.3	04
0	20200414164448	s4	62.9	04
0	20200414164516	s3	64.1	04
0	20200414164544	s3	65.5	04
0	20200414164545	s4	63.9	04
0	20200414164612	s3	64.9	04
0	20200414164613	s4	64.1	04
0	20200414164708	s3	63.7	04
0	20200414164709	s4	63.2	04
0	20200414164736	s3	62.3	04
0	20200414164736	s4	61.7	04
0	20200414164804	s3	66.2	04
0	20200414164805	s4	64.6	04
0	20200414164832	s3	65.8	04
0	20200414164833	s4	64.8	04
0	20200414164929	s3	64.7	04
0	20200414164929	s4	64.0	04
0	20200414164957	s3	64.7	04
0	20200414164957	s4	63.4	04
0	20200414081043	s6	47.0	04
0	20200414081117	s5	54.9	04
0	20200414081119	s6	56.0	04
0	20200414081154	s5	56.6	04
0	20200414081419	s6	53.1	04
0	20200414081451	s5	58.9	04
0	20200414081452	s6	60.0	04
0	20200414081541	s5	57.5	04
0	20200414081542	s6	58.4	04
0	20200414081614	s5	60.5	04
0	20200414081615	s6	60.0	04
0	20200414081647	s5	59.2	04
0	20200414081727	s6	59.0	04
0	20200414081758	s5	59.7	04
0	20200414081758	s6	59.7	04
0	20200414081910	s5	58.6	04
0	20200414081911	s6	59.1	04
0	20200414081942	s5	57.6	04
0	20200414081943	s6	58.4	04
0	20200414082013	s5	57.6	04
0	20200414082119	s6	59.3	04
0	20200414082149	s5	59.2	04
0	20200414082149	s6	59.6	04
0	20200414082219	s5	57.6	04
0	20200414082221	s6	58.1	04
0	20200414082250	s5	66.2	04
0	20200414082251	s6	66.1	04
0	20200414082322	s5	67.2	04
0	20200414082353	s5	69.4	04
0	20200414082620	s5	65.1	04
0	20200414082622	s6	65.0	04
0	20200414082651	s5	71.1	04
0	20200414082653	s6	68.9	04
0	20200414082723	s5	68.7	04
0	20200414082724	s6	70.0	04
0	20200414082755	s5	69.5	04
0	20200414082827	s6	69.3	04
0	20200414082858	s5	69.6	04
0	20200414082859	s6	69.6	04
0	20200414082929	s5	69.3	04
0	20200414082931	s6	69.8	04
0	20200414083000	s5	64.1	04
0	20200414083002	s6	63.4	04
0	20200414083031	s5	62.8	04
0	20200414083127	s6	62.9	04
0	20200414083232	s5	63.1	04
0	20200414083234	s6	63.4	04
0	20200414083314	s5	64.9	04
0	20200414083315	s6	66.1	04
0	20200414083347	s5	68.0	04
0	20200414083348	s6	67.8	04
0	20200414083420	s5	63.1	04
0	20200414083455	s6	67.6	04
0	20200414083527	s5	64.6	04
0	20200414083529	s6	63.8	04
0	20200414083601	s5	64.7	04
0	20200414083602	s6	65.8	04
0	20200414083643	s5	68.6	04
0	20200414083645	s6	67.3	04
0	20200414083733	s5	65.7	04
0	20200414083807	s6	67.7	04
0	20200414083917	s5	65.1	04
0	20200414083918	s6	66.3	04
0	20200414083950	s5	66.1	04
0	20200414083951	s6	66.0	04
0	20200414084025	s6	68.9	04
0	20200414084024	s5	67.2	04
0	20200414084058	s5	65.8	04
